author,date,journal,link,section,summary,title
Robert Rorke,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758249539.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Rorke%2C+Robert&pub=New+York+Post&edition=&startpage=50&desc=THE+%27X%27+FACTOR+Duchovny%3A+Why+I+resurrected+Fox+Mulder,TV,"""When I left the show I always imagined we could turn it into a movie franchise, but after the second movie ['The X-Files: I Want to Believe' in 2008] there didn't seem to be much of an appetite [among the public]. I figured it was dead,"" he says. ""Then TV revolutionized itself. I was never going to do 22 episodes [of a show] again. I did [12 episodes of] 'Californication' [a season], which was doable. When the networks turned that around, I said, 'This is a good model.' [Series creator] Chris Carter, [Gillian Anderson] and I looked at each other and said maybe we don't need a movie."" Fans of the show should prepare themselves for a history of UFOs, narrated by [David Duchovny], at the beginning of Sunday's premiere. As [Mulder], he's been living the life of a recluse since the FBI shut down the ""X-Files"" division. ""It's in Northern Virginia but it seems like it's off the grid,"" he says. ""It's actually on a soundstage in Vancouver."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",THE 'X' FACTOR Duchovny: Why I resurrected Fox Mulder
Justin Terranova,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758250541.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Terranova%2C+Justin&pub=New+York+Post&edition=&startpage=49&desc=HE%27S+A+BIG+CRYBRADY+Denver+DE%3A+Tom+whines+every+time+he+gets+hit,Sport,"""That would be an accurate statement. I've never seen any quarterback look to the referee right after he gets sacked more than [Tom Brady],"" [Antonio Smith] said with a smile on Monday. ""Every time he gets sacked, he looks at the ref like, 'You see him sack me? Was that supposed to happen? He did it a little hard. Please throw a 15-yard penalty on him. Get him fined.'"" ""He's not going to rattle just because you hit him hard. I've tried over the years,"" Smith, a 34-year-old journeyman, told the paper. ""That's what D-linemen think: 'The harder you hit the quarterback, the better it will make it on the secondary.' Then, as with Smith's baiting of Brady, the compliment: ""I think he's a great tight end,"" [Brandon Marshall] said. ""He's big, he's fast. He's faster than what you would think. And he has great hands."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",HE'S A BIG CRYBRADY Denver DE: Tom whines every time he gets hit
Mark Cannizzaro,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758249599.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Cannizzaro%2C+Mark&pub=New+York+Post&edition=&startpage=48&desc=Peyton+one+great+game+Mann-ager,Sport,"With the obvious ""[Peyton Manning] versus Brady"" billing for Sunday's AFC Championship game between the Broncos and Patriots at Sports Authority Field at Mile High Stadium,' there are many people decrying the billing as unfair to Manning, because he is no longer capable of carrying Tom Brady's UGGs. Instead of, ""Stay out of the way, kid, and don't make any big mistakes to lose the game,"" it is, ""Stay out of the way, old man, and don't make any big mistakes to lose the game."" ""In the playoffs, you certainly just want to do your job,"" Manning said. ""It doesn't matter how old you are or how long you've been playing."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Peyton one great game Mann-ager
Paul Schwartz,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758249292.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Schwartz%2C+Paul&pub=New+York+Post&edition=&startpage=47&desc=SAME+DIFFERENCE+Special+teams+coach+is+latest+familiar+face+McAdoo+plans+to+keep,Sport,"""That 's our theme going forward, evolution not revolution,"" he said. ""We feel we have a good foundation here in place. We have good coaches, we have good players, we have an outstanding organization operated with class and when we hit the ground running on our studies we're gonna get a lot more information on who we are, who we think we are and who we actually are on tape. It's all about our tape."" In [Ben McAdoo]'s two years as offensive coordinator, Eli Manning threw a total of 28 interceptions - 14 apiece in 2014 and 2015 - after firing a career-high 27 interceptions in 2013. ""We identified who we wanted to coordinate, you start with the coordinators. You want to get as much information as you can from the coordinators and then you go from there."" That strongly indicates McAdoo has decided to keep [Tom Quinn], a [Tom Coughlin] holdover with 10 years in the organization and orchestrator of the Giants' special teams since 2007. That the Giants are coming off an excellent year on special teams certainly had to work in Quinn's favor. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",SAME DIFFERENCE Special teams coach is latest familiar face McAdoo plans to keep
Paul Schwartz,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758249226.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Schwartz%2C+Paul&pub=New+York+Post&edition=&startpage=47&desc=Tailors+in+hot+pursuit+of+coach,Sport,"We got 'em lined up. They're ready to come in,"" [Ben McAdoo] said Tuesday on SiriusXM NFL Radio. ""I told 'em, if they're free, I'll take three."" The overwhelming memory from McAdoo's introductory press conference Friday was the oversized suit he wore in front of the assembled media and television audiences.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Tailors in hot pursuit of coach
Brian Costello,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758250212.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Costello%2C+Brian&pub=New+York+Post&edition=&startpage=46&desc=Cap-tivating+Not+as+much+green+for+Gang+this+offseason,Sport,"""It's kind of a little different scenario from last year to this year,"" [Mike Maccagnan] said last week. ""We'll still have money to be active and do things with, but it ends up being like a puzzle. ... What you're trying to do is you're trying to maximize your opportunity cost, so that's where as we go through this. We're going through all these different scenarios of how we're going to attack free agency. The main goal is to keep as much of it in place on our team as we can, but the way free agency works itself out eventually when players hit the market, you can't determine where sometimes guys are going to be paid and you may have a certain point where you feel like that's a little above where you want to pay."" Before free agency arrives March 9, Maccagnan has plenty of work to do. The first order of business is clearing some more cap space. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Cap-tivating Not as much green for Gang this offseason
BART HUBBUCH,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758250552.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=HUBBUCH%2C+BART&pub=New+York+Post&edition=&startpage=46&desc=Former+Jet+WR+makes+impact+with+Panthers,Sport,"Cotchery isn't one of the big names and doesn't put up big numbers, but the oldest-drafted Jet still playing in the NFL does enough of the little things - and does them with such disciplined reliability- that Cam Newton has nicknamed him ""Jerricho McClutchery."" Cotchery came through for Carolina in Sunday's 31-24 home playoff victory over the Seahawks, and the Panthers fully expect him to do it again this Sunday when they play host to the Cardinals in the NFC Championship game. ""He's helped us develop some young, talented football players."" Cotchery had a small but key role again Sunday, with his 7-yard grab on third down in Carolina territory kept alive the Panthers' second touchdown drive. That score put Carolina up 21-0 but proved more important as the Seahawks rallied for 24 unanswered points. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Former Jet WR makes impact with Panthers
BART HUBBUCH,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758248812.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=HUBBUCH%2C+BART&pub=New+York+Post&edition=&startpage=46&desc=Former+Jet+makes+impact+with+Cats,Sport,"""He's helped us develop some young, talented football players."" [Cotchery] had a small but key role again Sunday, with his 7-yard grab on third down in Carolina territory kept alive the Panthers' second touchdown drive. That score put Carolina up 21-0 but proved more important as the Seahawks rallied for 24 unanswered points. Cotchery's play was typical of what the Panthers expect from the 2004 fourth round pick by the Jets: quiet consistency. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Former Jet makes impact with Cats
Dan Martin,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758247926.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Martin%2C+Dan&pub=New+York+Post&edition=&startpage=45&desc=Chapman+reminds+of+stud+prospect,Sport,"""I talked with someone at the game in San Diego from Durham, [N.C.], and he asked who he reminded me of,"" [Bill Livesey] said. ""I said, 'You know who. That's why you're here, too.' He had a great body and an ease of which he was doing it that was just like [Brien Taylor]."" ""I can't remember another time I used his name before [Chapman] - or after,"" Livesey said. ""It's such a rare commodity, what they have."" ""Just like with Brien, the ball just explodes out of Chapman's hand with no effort,"" Livesey said. ""It's always the same delivery, so you don't know if it's 98 or 88. You looked at both of them and said, 'Wow.' Now, we'll see what he does in New York."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Chapman reminds of stud prospect
Dan Martin,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758248771.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Martin%2C+Dan&pub=New+York+Post&edition=&startpage=45&desc=GM%3A+Bullpen+success+not+repeatable,Sport,"""The names are sexier, but the conversion rate is probably not gonna be as good as last year because last year was rather rare and special and not repeatable,"" said the GM, adding he encouraged ownership to OK the [Chapman] trade because he would be pitching somewhere in MLB next season. ""But we're trying. That's why we brought in Chapman."" ""As long as we're acquiring good players, I don't care how we do it,"" [Brian Cashman] said. ""It just happens to be more on the trade avenue."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",GM: Bullpen success not repeatable
Jonathan Lehman,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758249214.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Lehman%2C+Jonathan&pub=New+York+Post&edition=&startpage=45&desc=Yu+got+problems%3A+Darvish+investigated,Sport,"""We are aware of this situation and are looking into it, per our standard protocols,"" MLB's vice president for communications Michael Teevan told the newspaper. ""Our efforts are ongoing, and as such I am not at liberty to go into what they entail."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Yu got problems: Darvish investigated
Ken Davidoff,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758248948.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Davidoff%2C+Ken&pub=New+York+Post&edition=&startpage=44&desc=PAY-TIENCE+Cespedes+will+get+big+deal%2C+and+it+still+likely+won%27t+be+from+Mets,Sport,"In good conscience, [Cespedes] can't come back to New York if a $100 million gap exists between the Mets' best offer and that of other suitors. That might very well come to fruition in the next few days; with both Upton ($132.75 million) and Chris Davis ($161 million, including deferred money, from the Orioles) off the board, only Cespedes can keep Cespedes from cashing in very shortly. Love, to get back to [Terry Collins]' words, is in the eye of the beholder, and the Mets understandably still behold only vague mentions of a short-term deal with their prized 2015 trade acquisition. On Tuesday night, Mets general manager Sandy Alderson told season-ticket holders, ""We continue to have conversations with Cespedes' agent. That's all I can say at this time,"" according to the Mets' Twitter feed. These are the Mets, which means that of course their own rental-stud Cespedes takes the longest to sign - intensifying the desires of rabid Mets fans who, understandably again, just don't trust the folks who operate the club's purse strings. Of course they did everything right to land their top choice Ben Zobrist besides 1) not hiring Zobrist's old manager Joe Maddon a year ago and 2) not moving their team closer to the Nashville area where Zobrist makes his offseason home, and they therefore get zero credit. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","PAY-TIENCE Cespedes will get big deal, and it still likely won't be from Mets"
Brian Lewis,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758250238.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Lewis%2C+Brian&pub=New+York+Post&edition=&startpage=43&desc=Seething+Cavs+set+to+feast+on+Nets,Sport,"""They came in and gave us a good old fashioned A-kicking. There's nothing more you can say to it,"" James admitted afterward. ""We've got to get back to the basics. There are a lot of things we need to do better in order for us to play better basketball down the stretch."" Donald Sloan has wrested the point-guard job away from Shane Larkin, and replaced [Jarrett Jack]'s playmaking if not his shooting. But the Nets' point guards have been torched on defense over their last three games by Portland's Damian Lillard (33 points), Atlanta's Jeff Teague and Dennis Schroeder (combined for 27 points and 17 assists) and Toronto's Kyle Lowry (30 points, 10-of-13 shooting). ""We know it's [all] five's job to handle them,"" said Brook Lopez. ""We've got to do a better job in pick-and-rolls to handle them, being there on the weak side, stunting, all sorts of things."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Seething Cavs set to feast on Nets
Zach Braziller,2016-01-20,NYP,http://pqasb.pqarchiver.com/nypost/doc/1758249268.html?FMT=ABS&FMTS=ABS:FT&date=Jan+20%2C+2016&author=Braziller%2C+Zach&pub=New+York+Post&edition=&startpage=43&desc=Gordon+has+it+Hall+figured+out,Sport,"Two months into what has been an impressive season for the Pirates, [Derrick Gordon]'s play has trumped his sexual preference, serving as the glue to Seton Hall's sophomore-heavy team. It was Gordon who called a team-only meeting after an ugly home loss to Creighton, and Gordon who came up huge in Saturday's 81-72 upset of then No. 12 Providence.  ""When we're all on the same page, we're a tough team to stop,"" said Gordon, a Plainfield, N.J., native. ""When we're all clicking, I believe we're up there with the best. That's what makes this team great.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Gordon has it Hall figured out
